Address	Length	Type	String
seg006:01C01B88	00000095	C	7001EBFF2BBEF6ECCF7841D166609757126BB0DCDCE7F248DBEA1308E1326758A907E01F51A9B0EAFAE2A9AABCF457C7F8E7E6499CE5E2DD729847D8A3125470065C4E3ECC77E1447A66
seg006:01C01C20	00000075	C	7001EBFF2BBEF6ECCF7841D166609757126BB0DCDCE7F248DBEA1308E1326758A907008D6395C43937B321A38279CFE505AB9B5507A84C25FE57
seg006:01C01C98	00000065	C	7001EBFF2BBEF6ECCF7841D166609757126BB0DCDCE7F248DBEA1308E1326758A9077C1EA90E5972ACFD70F48291910E163C
seg006:01C01D00	00000095	C	7001EBFF2BBEF6ECCF7841D166609757126B248E2C9B5A13B3EA8B9C6C64F2BCD16C0E777011D39AF4B8CD118B110239B93B40A54F55A2AA35562C0AA0C4FFD82E2176CDBF98321B1523
seg006:01C01D98	00000075	C	7001EBFF2BBEF6ECCF7841D166609757126B248E2C9B5A13B3EA8B9C6C64F2BCD16C0E777011D39AF4B8F5A05034A7B7F95F6F0779E822C93583
seg006:01C01E10	00000099	C	7001EBFF2BBEF6ECCF7841D166609757126B248E2C9B5A13B3EA8B9C6C64F2BCD16C0E777011D39AF4B827895DC18C184A6BB13DE5F8253AAD0EFB9E673284489AE8{%s}06E90A30F59D239B
seg006:01C01EAC	00000075	C	7001EBFF2BBEF6ECCF7841D166609757126B248E2C9B5A13B3EA8B9C6C64F2BCD16C0E777011D39AF4B8A664B109781E7124A989FC5859F1866C
seg006:01C01F24	000000B9	C	7001EBFF2BBEF6ECCF7841D166609757126B248E2C9B5A13B3EA8B9C6C64F2BCD16C0E777011D39AF4B825BC95CDA7F6C9D1835A87D58FF7646C9FCD543118CB6D19AAA8AAD5CA5ADFDDF42AF2D046F1758F{%d}FCDB78B1D925808B
seg006:01C01FE0	00000075	C	7001EBFF2BBEF6ECCF7841D166609757126B248E2C9B5A13B3EAEAD8C8034ADB874BD8F707E041CA354BE49D88B593F14B8F08B15DD94B695D06
seg006:01C02058	00000075	C	7001EBFF2BBEF6ECCF7841D166609757126B248E2C9B5A13B3EAEAD8C8034ADB874B75C594FF3651FCA8327C3B9131A314A3B624580A8C13BE60
seg006:01C020D0	00000089	C	7001EBFF2BBEF6ECCF7841D166609757126B248E2C9B5A13B3EAEAD8C8034ADB874B72554F00C830D137537829DC53D209A8F196CE7EFEC3357B{%s}06E90A30F59D239B
seg006:01C0215C	00000099	C	7001EBFF2BBEF6ECCF7841D166609757126B248E2C9B5A13B3EAEAD8C8034ADB874BF6A93369DE57D164A3F6F23111128F2A1300B6513F4F48689FFF59AF527543A0D448A058E8182163{%d}
seg006:01C021F8	00000065	C	7001EBFF2BBEF6ECCF7841D166609757126B248E2C9B5A13B3EAEAD8C8034ADB874B67892E5927C0499770F48291910E163C
seg006:01C022C8	0000000A	C	%PROJECT%
seg006:01C022D4	0000000B	C	%CUSTOMER%
seg006:01C022E0	00000007	C	%DATE%
seg006:01C022E8	00000007	C	%DAYS%
seg006:01C022F0	00000008	C	%TIMES%
seg006:01C022F8	00000008	C	%DRIVE%
seg006:01C02300	00000059	C	70019740A0E44E28353E68C7CC34DAB38E10036246D25C3DC7E3{%d}D7FB23D2C29F4A06567DDB8104C0ABBF
seg006:01C0235C	00000007	C	%CODE%
seg006:01C02364	00000007	C	%FILE%
seg006:01C02370	00000069	C	70019740A0E44E28353E479DE61B65BC83AA1D66CB69AEE47027EE34121C74EA50DE{%d}D7FB23D2C29F4A06567DDB8104C0ABBF
seg006:01C023E0	00000079	C	70019740A0E44E28353E336B8EF95CDCBF8392050A55A333DFC60141542B74BD19C8F503839007066226{%d}D7FB23D2C29F4A06567DDB8104C0ABBF
seg006:01C02460	00000069	C	70019740A0E44E28353E399114A60BB763CAA8EE1498085FF1297FA1E19A6FF86470{%d}D7FB23D2C29F4A06567DDB8104C0ABBF
seg006:01C024D0	00000045	C	70018FC84E6A97F49260A6E1CA511367F708F99DE77695DA766447953116D51311DD
seg006:01C02518	00000075	C	70019740A0E44E28353EAE80C23B9083D7B199C8549E01D5C5EC010590ED71F624B5174FAF8733E322A26D420C8D4139AD0A47953116D51311DD
seg006:01C02590	00000085	C	70019740A0E44E28353EAE80C23B9083D7B199C8549E01D5C5EC923206232CA6F37F5227F122586148368336CE471804BBD9F606C94C50DA05D85E180120FD7FEF76
seg006:01C02618	00000055	C	700126BCA1F34148639DE6D0AF599259DB0FA60346D7D98D2C0A25CCC82B4421A6A3A44F63D433417624
seg006:01C02670	00000065	C	70019740A0E44E28353E90234D45F2864635601F82267DB948662D79A5D057BC413674CE0A707FBD84530381CD8A0408CB51
seg006:01C026D8	00000075	C	70019740A0E44E28353E90234D45F28646351E32D9C9A9504FB30A114E1EEC646F86AE9DDB12316E3F83EF4F366D8EAA5974D7DC787F5AE41D7B
seg006:01C02750	00000065	C	70019740A0E44E28353E90234D45F28646351E32D9C9A9504FB32B69B0C8CA13650174CE0A707FBD84530381CD8A0408CB51
seg006:01C027B8	00000055	C	70019740A0E44E28353E90234D45F2864635B65BF01DB03F9FBC184D34F92999F39AD7DC787F5AE41D7B
seg006:01C02810	00000065	C	70019740A0E44E28353E90234D45F2864635B65BF01DB03F9FBCFA9FA0540CF7D077EDBF1FCB25F6D110D6C38A1CC930B61B
seg006:01C02878	00000055	C	70019740A0E44E28353EAE80C23B9083D7B1DB3D1DAE6149A99D565EA94400EC53EDB0533721D0C7798E
seg006:01C028D0	00000065	C	70019740A0E44E28353EDE8F661152BA6D786594FDDE137A2AA85C5E0BE52D0FC3382A60468E553FFC945E180120FD7FEF76
seg006:01C02938	00000055	C	70019740A0E44E28353EDE8F661152BA6D786594FDDE137A2AA8F1E364D45443BC8F47953116D51311DD
seg006:01C02990	00000055	C	70019740A0E44E28353EDE8F661152BA6D78D4C4466C4651DA0D8EEF3F32FE44D5F5D6C38A1CC930B61B
seg006:01C029E8	00000065	C	70019740A0E44E28353E16E57CDE32E3CC642CA4537B089AFE78B89F8C10677DF6BA3444EC1DC3DF46E059598CF563FC28DC
seg006:01C02A50	00000045	C	70019740A0E44E28353E16E57CDE32E3CC6479F30CE36DC4A3D20381CD8A0408CB51
seg006:01C02A98	00000045	C	70019740A0E44E28353E181F9332E9DC8606C44F1DF3C20F429ED120181ED781F054
seg006:01C02AE0	00000045	C	70019740A0E44E28353E5BAF042B9FCBB896D5116EA6FF4C70F747953116D51311DD
seg006:01C02B28	00000055	C	70019740A0E44E28353EA0A1B92F89A53F752C64F578C7D7A165026F89303B63779D0381CD8A0408CB51
seg006:01C02B80	00000055	C	70019740A0E44E28353E701A324A3BA02CF5FB83B3485EDCD5B5C45ECB759385C4D1D6C38A1CC930B61B
seg006:01C02BD8	00000055	C	70019740A0E44E28353E701A324A3BA02CF534FEBD76B4824CABDCC5230AACFC17B20381CD8A0408CB51
seg006:01C02C30	00000055	C	70019740A0E44E28353E701A324A3BA02CF599D94051288EEE34194CFF4D50503CADD6C38A1CC930B61B
seg006:01C02C88	00000055	C	70019740A0E44E28353EA0A1B92F89A53F751105604D4A2D4611225BF92E266022305E180120FD7FEF76
seg006:01C02CE0	00000055	C	70019740A0E44E28353EAC9A757A5B520A02AB63B01A0B51BA470516DC6E1DC52789D6C38A1CC930B61B
seg006:01C02D38	00000055	C	70019740A0E44E28353E57C559D05D85F449C0B47CE8FC70984F361A12131164361D5E180120FD7FEF76
seg006:01C02D90	00000055	C	70019740A0E44E28353E92C0B807BE8D63E107051CAF15A2794D3444EC1DC3DF46E059598CF563FC28DC
seg006:01C02DE8	00000045	C	70019740A0E44E28353E70BE443EA5E3F222D8E7E60554BBB43CD120181ED781F054
seg006:01C02E30	00000055	C	70019740A0E44E28353EC2D2DE567DED8BD80F17B31B1EE4D6A992CA9F4D8A1A081ED7DC787F5AE41D7B
seg006:01C02E88	00000045	C	70019740A0E44E28353EE6BBE64A8B414F2F5EAB45C940B31456D120181ED781F054
seg006:01C02ED0	00000055	C	70019740A0E44E28353E227E7509ED9CA1207DD39C9E4DD396C68F3BDC9459E5F59ED7DC787F5AE41D7B
seg006:01C02F28	00000055	C	70019740A0E44E28353E59AF59A6FFCAEE48C6B69A59111F9F327F40551D1C459BBD47953116D51311DD
seg006:01C02F80	00000045	C	70019740A0E44E28353ECCEE227EB9B5F05F78C2D553E148CAAD47953116D51311DD
seg006:01C02FC8	00000045	C	70019740A0E44E28353E6D291F8F431EFE2D78C2D553E148CAAD47953116D51311DD
seg006:01C03010	00000055	C	70019740A0E44E28353E068CF02A25FA17526F4F5DAB38F9B04DA048AD73BCA73089D6C38A1CC930B61B
seg006:01C03158	00000011	C	SonyDADC SecuROM
seg006:01C03170	000000B9	C	70017FD4FC85A313DBFFE108ED826C48ECCA0E8B7330F5ADD31BCF8F8AFB24A9D34B207388F5D396F19643D8939993EFBB3BE02DD1FDD6BAFCA6BA4B02E465004D8ADB2B4357115648AA6A126E708F4CB8C8{%d}7EEFE950C9D841AA
seg006:01C03230	00000010	C	drm_dialogs.dll
seg006:01C03240	000000B9	C	70017FD4FC85A313DBFFE108ED826C48ECCA4FDFE61FD4ACD89FCF8F8AFB24A9D34B207388F5D396F19643D8939993EFBB3BDBF1ED9B0415AA4A1179DF2D5C4EF10B332351BCC73889400406051E9F88D6F8{%d}7EEFE950C9D841AA
seg006:01C03300	00000085	C	70017FD4FC85A313DBFFE108ED826C48ECCA4FDFE61FD4ACD89FCF8F8AFB24A9D34B207388F5D396F19670CD2FAF0A8F03BC98D1571FDFAA19F1A02108BDF4CE8157
seg006:01C03388	000000B5	C	70017FD4FC85A313DBFFE108ED826C48ECCA4FDFE61FD4ACD89FCF8F8AFB24A9D34BFF767EB1BCF6330E366A5BA5EB8E3B6B45745DA80FF6E8E24C9647BC749916FE60184D7C38079DC86F5DA49C2B4622A306B9CA4528A0E861
seg006:01C03440	000000A9	C	70017FD4FC85A313DBFFE108ED826C48ECCAD8B067493A955059EAB737F8505000985D723A1E7905121F7796BABE9005FD0A915098C72A8BEF5BDDA302D82DE3207903C06ED3947354B9{%d}7EEFE950C9D841AA
seg006:01C034F0	000000A5	C	70017FD4FC85A313DBFFE108ED826C48ECCAD8B067493A955059EAB737F850500098207388F5D396F196E7052B84F7E8B4936EBCE859A458DA6C919C98346BDAB41C551C4033A03732EEDE1DE5C78C4FFFE5
seg006:01C03598	000000C9	C	70017FD4FC85A313DBFFE108ED826C48ECCAD8B067493A955059EAB737F850500098207388F5D396F196E7052B84F7E8B4936EBCE859A458DA6C919C98346BDAB41CCCED9C43A4095A30DDA302D82DE3207903C06ED3947354B9{%d}7EEFE950C9D841AA
seg006:01C03668	00000099	C	70017FD4FC85A313DBFFE108ED826C48ECCAD8B067493A955059EAB737F850500098207388F5D396F1962D35181F07D9D5264260326C35B90D316A126E708F4CB8C8{%d}7EEFE950C9D841AA
seg006:01C0372C	00000011	C	\\config\\software
seg006:01C03740	0000000F	C	\\config\\system
seg006:01C03774	00000039	C	7001C2A7F2309F486C22A0E2A316EABFC3E7{%s}7EEFE950C9D841AA
seg006:01C037D8	0000005D	C	7001AEE440030A85367A00A71A3C9A0040AAC1364D9A5FDD542A{%s}B871FC40AE574322{%s}7EEFE950C9D841AA
seg006:01C03854	0000008D	C	700119032FF935491447123DF54364EC539BBC616E9FE0D9FF7F{%s}B871FC40AE574322{%s}06A2AA4F5EFAABB1803AA086A31115E09A70E343618D93347EEFE950C9D841AA
seg006:01C038E4	0000007D	C	700163D4AAC205FBAD88677AC1BD2896E86B{%s}B871FC40AE574322{%s}02AB7F73E665D94B5B9F6AD64A13FFB352C5B8EB62EE1F54DE1DE5C78C4FFFE5
seg006:01C03964	00000079	C	7001E44334CEEFF701D0674042D33D01BE8A8CD8944DF4A587DCC0DB58BF7A319861FCA41644BEDE339FB871FC40AE574322{%s}7EEFE950C9D841AA
seg006:01C039E0	00000055	C	7001C53E97D728A2865EC0DB58BF7A319861D5945658B3E5877B194EF24108F30C3974C3E7B50965C4A0
seg006:01C03A38	00000075	C	7001C53E97D728A2865E5200C8961504711DC73332A87179BBC41447A52BA34680F672B5E336B4D8807D3231ADE507431D0A74C3E7B50965C4A0
seg006:01C03AB0	000000B5	C	7001DA9D3BBE9C833135A48895DE2DEC0E8BA77C1BE33A341913108A620BC735BB12BDD8185115DE787A3157A1D65D12C5D0754E40E70B9EC07CE3C88FD0850F1A89E0456367C06007612B1D968D02F948EE6AC36C235E11A9AF
seg006:01C03B68	00000085	C	70017B3C73527FD0CE501FC35D7AFE83D561FEEF6B43445235E03830E82332114BF14D6428323BB6A4A4716202DC8DA2DB7A5C54C09EA3AF361A00743B1226F7332C
seg006:01C03C2C	00000013	C	AnalysisLogApi.sr1
seg006:01C03C40	00000010	C	AnalysisLog.sr0
seg006:01C03C50	0000000D	C	SintfIcn.ani
seg006:01C03C60	00000009	C	temp.ani
seg006:01C03C6C	00000012	C	drm_dyndata_*.dll
seg006:01C03C88	00000012	C	drm_uninstall.exe
seg006:01C03C9C	0000000A	C	pid32.dll
seg006:01C03CA8	0000000A	C	pid16.dll
seg006:01C03CB4	00000007	C	%s%s%s
seg006:01C03CBC	00000006	C	Count
seg006:01C03CC4	0000002D	C	SYSTEM\\CurrentControlSet\\Services\\Cdrom\\Enum
seg006:01C03CFC	00000006	C	%.16s
seg006:01C03D0C	00000010	C	\\DosDevices\\%c:
seg006:01C03D20	00000016	C	SYSTEM\\MountedDevices
seg006:01C03D38	00000009	C	\\\\.\\%c:\\
seg006:01C03D44	00000013	C	GetDiskFreeSpaceEx
seg006:01C03D58	0000000D	C	WNASPI32.DLL
seg006:01C03D68	0000000A	C	L16unload
seg006:01C03D74	0000000A	C	L16putacc
seg006:01C03D80	0000000A	C	L16getacc
seg006:01C03D8C	00000008	C	L16load
seg006:01C03D94	0000000A	C	PID32.DLL
seg006:01C03DA0	0000000A	C	IDEMaster
seg006:01C03DAC	00000008	C	SCSILUN
seg006:01C03DB4	0000000D	C	SCSITargetID
seg006:01C03DC4	0000000B	C	Enum\\SCSI\\
seg006:01C03DD0	0000000A	C	Enum\\SCSI
seg006:01C03DE4	00000006	C	ATAPI
seg006:01C03DF0	0000000D	C	FriendlyName
seg006:01C03E00	00000027	C	SYSTEM\\CurrentControlSet\\Enum\\%s\\%s\\%s
seg006:01C03E4C	0000000C	C	UserAccess7
seg006:01C03E58	00000021	C	SecuROM User Access Service (V7)
seg006:01C03E7C	00000006	C	%s | 
seg006:01C03E94	00000045	C	7001C59B86977C2DEC820A0C7A8D23A1152A70A9F090E83ADEB67B918BB824DE74E7
seg006:01C03EDC	00000035	C	7001C59B86977C2DEC8223069587E2A06C7637DE9247280EA04D
seg006:01C03F14	00000045	C	7001C59B86977C2DEC82BD3886DA1D0DF761D99FBD8C46DB6E1843E1E83DD106C953
seg006:01C03F5C	00000045	C	7001C59B86977C2DEC8259EBBF9F1031F14C0B3E0870B82CBF9786A7578B74C4B635
seg006:01C03FA4	00000055	C	7001C59B86977C2DEC8237DE7EDA9E5794BA8C8AF68D3A3E3F23563D5CFAD5B42931640D294D0350E6A9
seg006:01C03FFC	00000045	C	7001A0EFFF898E5F1A331AA4F7504D2D600F0E1E3E1DA878C4EBE0A341EF7CFACEF3
seg006:01C04044	00000035	C	7001A0EFFF898E5F1A331AA4F7504D2D600F63F51A068BA78EDA
seg006:01C0407C	00000035	C	7001A0EFFF898E5F1A331AA4F7504D2D600FA28C4652EBE36567
seg006:01C040B4	00000035	C	7001A0EFFF898E5F1A331AA4F7504D2D600FA4E18D252E23D8C0
seg006:01C04100	00000065	C	7001A1015C6A12CCBB27513C7A114C72840725107028B8C08215AD247D07E2C9E1064833059923005C07D10E73720ADEDF67
seg006:01C04168	00000085	C	7001999224398A67C2552472FDE5D29E76F63EC98039A69439CE5DC131B46DD4D1FB7A7C62ED9482ECB1E23EEE2200B299CFBCD7AD666BC3C4DD6F27B610A2FFEF14
seg006:01C041F0	00000085	C	7001999224398A67C2552472FDE5D29E76F609E8F4B2002D86281815815A291ADFA77B6915CF343C7EF066E0E01EAD32ADC608F9FCD3AE7396A9A44F63D433417624
seg006:01C04278	00000085	C	7001999224398A67C2552472FDE5D29E76F63EC98039A69439CE5DC131B46DD4D1FB7A7C62ED9482ECB1E23EEE2200B299CF888232F8CF4C713A6F27B610A2FFEF14
seg006:01C04300	00000055	C	7001A1015C6A12CCBB27E31756A02A4335AE70D8B401E0E1534753AAA79E6B8E3CC8CEA5F67416F83D6D
seg006:01C04358	00000010	C	Direct3DCreate9
seg006:01C04368	00000009	C	d3d9.dll
seg006:01C0437C	0000000B	C	\\\\.\\VXDLDR
seg006:01C04388	00000014	C	SetupDiRemoveDevice
seg006:01C0439C	00000022	C	SetupDiGetDeviceRegistryPropertyA
seg006:01C043C0	00000016	C	SetupDiEnumDeviceInfo
seg006:01C043D8	0000001D	C	SetupDiDestroyDeviceInfoList
seg006:01C043F8	00000015	C	SetupDiGetClassDevsA
seg006:01C04410	0000000D	C	SETUPAPI.DLL
seg006:01C04428	00000009	C	drivers\\
seg006:01C04434	0000000A	C	ImagePath
seg006:01C04440	00000023	C	SYSTEM\\CurrentControlSet\\Services\\
seg006:01C04464	0000002C	C	Unable to expand string buffer to %d bytes!
seg006:01C04490	00000033	C	Entity name \"%s;\" not supported under parent <%s>!
seg006:01C044C4	00000038	C	Character entity \"%s\" not terminated under parent <%s>!
seg006:01C044FC	00000028	C	Entity name too long under parent <%s>!
seg006:01C0452C	00000036	C	Expected '>' after '%c' for element %s, but got '%c'!
seg006:01C04564	00000030	C	Missing value for attribute '%s' in element %s!
seg006:01C04594	00000025	C	Unable to allocate memory for value!
seg006:01C045BC	00000024	C	Unable to allocate memory for name!
seg006:01C045E0	00000033	C	Expected > but got '%c' instead for element <%s/>!
seg006:01C04614	0000002B	C	Unable to add element node to parent <%s>!
seg006:01C04640	0000002F	C	Unable to add declaration node to parent <%s>!
seg006:01C04670	0000002B	C	Unable to add comment node to parent <%s>!
seg006:01C0469C	00000034	C	Unable to add value node of type %d to parent <%s>!
seg006:01C046D0	00000022	C	Bad %s value '%s' in parent <%s>!
seg006:01C046FC	00000008	C	integer
seg006:01C04704	0000002D	C	Mismatched close tag <%s> under parent <%s>!
seg006:01C0473C	00000022	C	Unable to allocate string buffer!
seg006:01C04760	0000003C	C	Unable to allocate memory for attribute '%s' in element %s!
seg006:01C0479C	00000007	C	mxml: 
seg006:01C04FC8	00000007	C	yacute
seg006:01C04FD4	00000007	C	weierp
seg006:01C04FE4	00000008	C	upsilon
seg006:01C04FEC	00000006	C	upsih
seg006:01C04FF8	00000007	C	ugrave
seg006:01C05000	00000006	C	ucirc
seg006:01C05010	00000007	C	uacute
seg006:01C05020	00000006	C	trade
seg006:01C05028	00000006	C	times
seg006:01C05030	00000006	C	tilde
seg006:01C05038	00000006	C	thorn
seg006:01C05040	00000007	C	thinsp
seg006:01C05048	00000009	C	thetasym
seg006:01C05054	00000006	C	theta
seg006:01C0505C	00000007	C	there4
seg006:01C05068	00000006	C	szlig
seg006:01C050A0	00000007	C	spades
seg006:01C050AC	00000007	C	sigmaf
seg006:01C050B4	00000006	C	sigma
seg006:01C050D0	00000007	C	scaron
seg006:01C050D8	00000006	C	sbquo
seg006:01C050E0	00000006	C	rsquo
seg006:01C050E8	00000007	C	rsaquo
seg006:01C050F8	00000007	C	rfloor
seg006:01C05104	00000006	C	rdquo
seg006:01C0510C	00000006	C	rceil
seg006:01C0511C	00000006	C	raquo
seg006:01C0512C	00000006	C	radic
seg006:01C05158	00000006	C	prime
seg006:01C05160	00000006	C	pound
seg006:01C05168	00000007	C	plusmn
seg006:01C05184	00000007	C	permil
seg006:01C051A4	00000007	C	otimes
seg006:01C051AC	00000007	C	otilde
seg006:01C051B4	00000007	C	oslash
seg006:01C051D0	00000006	C	oplus
seg006:01C051D8	00000008	C	omicron
seg006:01C051E0	00000006	C	omega
seg006:01C051E8	00000006	C	oline
seg006:01C051F0	00000007	C	ograve
seg006:01C051F8	00000006	C	oelig
seg006:01C05200	00000006	C	ocirc
seg006:01C05208	00000007	C	oacute
seg006:01C05214	00000007	C	ntilde
seg006:01C05224	00000006	C	notin
seg006:01C05248	00000006	C	nabla
seg006:01C05254	00000006	C	minus
seg006:01C0525C	00000007	C	middot
seg006:01C05264	00000006	C	micro
seg006:01C0526C	00000006	C	mdash
seg006:01C05280	00000006	C	lsquo
seg006:01C05288	00000007	C	lsaquo
seg006:01C05298	00000007	C	lowast
seg006:01C052A0	00000007	C	lfloor
seg006:01C052AC	00000006	C	ldquo
seg006:01C052B4	00000006	C	lceil
seg006:01C052C4	00000006	C	laquo
seg006:01C052D4	00000007	C	lambda
seg006:01C052E4	00000006	C	kappa
seg006:01C052FC	00000007	C	iquest
seg006:01C05310	00000006	C	infin
seg006:01C05318	00000006	C	image
seg006:01C05320	00000007	C	igrave
seg006:01C05328	00000006	C	iexcl
seg006:01C05330	00000006	C	icirc
seg006:01C05338	00000007	C	iacute
seg006:01C05340	00000006	C	hibar
seg006:01C05348	00000007	C	hellip
seg006:01C05350	00000007	C	hearts
seg006:01C05370	00000006	C	gamma
seg006:01C05378	00000006	C	frasl
seg006:01C05380	00000007	C	frac34
seg006:01C05388	00000007	C	frac14
seg006:01C05390	00000007	C	frac12
seg006:01C05398	00000007	C	forall
seg006:01C053A8	00000006	C	exist
seg006:01C053E8	00000006	C	empty
seg006:01C053F0	00000007	C	egrave
seg006:01C053F8	00000006	C	ecirc
seg006:01C05400	00000007	C	eacute
seg006:01C05408	00000007	C	divide
seg006:01C05414	00000006	C	diams
seg006:01C0541C	00000006	C	delta
seg006:01C05430	00000007	C	dagger
seg006:01C05440	00000007	C	curren
seg006:01C0544C	00000006	C	crarr
seg006:01C05464	00000006	C	clubs
seg006:01C0547C	00000006	C	cedil
seg006:01C05484	00000007	C	ccedil
seg006:01C05498	00000007	C	brvbar
seg006:01C054A0	00000007	C	brkbar
seg006:01C054B0	00000006	C	bdquo
seg006:01C054C0	00000007	C	atilde
seg006:01C054C8	00000006	C	asymp
seg006:01C054D0	00000006	C	aring
seg006:01C054E4	00000006	C	alpha
seg006:01C054EC	00000008	C	alefsym
seg006:01C054F4	00000007	C	agrave
seg006:01C054FC	00000006	C	aelig
seg006:01C05504	00000006	C	acute
seg006:01C0550C	00000006	C	acirc
seg006:01C05514	00000007	C	aacute
seg006:01C0552C	00000007	C	Yacute
seg006:01C05540	00000008	C	Upsilon
seg006:01C05548	00000007	C	Ugrave
seg006:01C05550	00000006	C	Ucirc
seg006:01C05558	00000007	C	Uacute
seg006:01C05560	00000006	C	Theta
seg006:01C0556C	00000006	C	THORN
seg006:01C05574	00000006	C	Sigma
seg006:01C0557C	00000007	C	Scaron
seg006:01C0558C	00000006	C	Prime
seg006:01C055A4	00000007	C	Otilde
seg006:01C055AC	00000007	C	Oslash
seg006:01C055B4	00000008	C	Omicron
seg006:01C055BC	00000006	C	Omega
seg006:01C055C4	00000007	C	Ograve
seg006:01C055CC	00000006	C	Ocirc
seg006:01C055D4	00000007	C	Oacute
seg006:01C055DC	00000006	C	OElig
seg006:01C055E8	00000007	C	Ntilde
seg006:01C055F4	00000007	C	Lambda
seg006:01C055FC	00000006	C	Kappa
seg006:01C05614	00000007	C	Igrave
seg006:01C0561C	00000006	C	Icirc
seg006:01C05624	00000007	C	Iacute
seg006:01C0562C	00000006	C	Gamma
seg006:01C05640	00000008	C	Epsilon
seg006:01C05648	00000007	C	Egrave
seg006:01C05650	00000006	C	Ecirc
seg006:01C05658	00000007	C	Eacute
seg006:01C05664	00000007	C	Dstrok
seg006:01C0566C	00000006	C	Delta
seg006:01C05674	00000007	C	Dagger
seg006:01C05680	00000007	C	Ccedil
seg006:01C05698	00000007	C	Atilde
seg006:01C056A0	00000006	C	Aring
seg006:01C056A8	00000006	C	Alpha
seg006:01C056B0	00000007	C	Agrave
seg006:01C056B8	00000006	C	Acirc
seg006:01C056C0	00000007	C	Aacute
seg006:01C056C8	00000006	C	AElig
seg006:01C05790	00000009	C	temp.dat
seg006:01C057D0	00000045	C	7001C3F96650143F11FB34A3BD94FDDDCF044B24636ECAB4B1197EEFE950C9D841AA
seg006:01C05818	00000055	C	70011D95FF2C111D833E3EA9F8305F5B9B0CABFC15E2695C5775AC66B26E3D5EFB794723DE05E0D4CD64
seg006:01C05870	00000065	C	70011D95FF2C111D833E3EA9F8305F5B9B0C1A27996D48F963B761E87AB61DD1C8E3824BE62071015F9F45ECCFB80CEEA1A8
seg006:01C058D8	00000045	C	70013208EB4D2A9C74F93B7043D67239D520A9F0651E7CC5FA6FA2AFAD1993896EBD
seg006:01C05920	00000089	C	700122D672E2C8F8F00CC3BC1ECC7207C0CF01E6D2B9C9BAA119FEDA3D064C61564003C06ED3947354B9{%u}6C3E21BD85E0C3A1093B7A914557FE9F7EEFE950C9D841AA
seg006:01C059AC	00000099	C	7001429BC1A4903132551EC04ACC49A962B0C3BC1ECC7207C0CF01E6D2B9C9BAA119FEDA3D064C61564003C06ED3947354B9{%u}6C3E21BD85E0C3A1093B7A914557FE9F7EEFE950C9D841AA
seg006:01C05A48	00000035	C	7001C3F96650143F11FB34A3BD94FDDDCF0464850EC0E4639FD4
seg006:01C05A80	00000051	C	7001C123B2D155594FCC540A0EFE69682C9E4A516C1365D54241{%02x}252333B9BB7C333E{%02x}
seg006:01C05AD4	00000055	C	7001C123B2D155594FCC3EA9F8305F5B9B0C9642CFB5D5723653BB3239DFAC57B63AD9D423F8871C321E
seg006:01C05B2C	00000065	C	7001C123B2D155594FCC3EA9F8305F5B9B0C366E14B69530F7CFB17BF98BF2B5B20F07B1934526B263C3D9D423F8871C321E
seg006:01C05B94	00000055	C	7001C123B2D155594FCC3EA9F8305F5B9B0CD526D152C6C8A4F920430DA113601B0E27C5B4888A62FD85
seg006:01C05BEC	00000045	C	7001C123B2D155594FCC27754EDBD42CBDFCBC9A275C0E655BEC12EE69C9B8C91AAE
seg006:01C05C34	00000045	C	7001C123B2D155594FCC98D505CA2D428331427AC2BBC108894008BA0B402651E8F2
seg006:01C05C7C	00000049	C	7001C123B2D155594FCC5C8445CF721A8B0BDAD11DFF333D42A6{%d}55AD7252EB761398
seg006:01C05CC8	00000079	C	7001B01B9BB8B5E637DA1B0E18D278A93799A82378E856B39805C6B167D46D0AA3087913CBFE3457BBE36397D6634EC765B5{%d}7EEFE950C9D841AA
seg006:01C05D44	00000059	C	70016CB8902B3019D9659EC092209034AE43D3C6488C3B0FCBB6FC712D7D76DEE2D12CD2812A597B0D04{%d}
seg006:01C05DA0	00000035	C	70016CB8902B3019D9650598B5A5410C945759DBCDBB24BE4060
seg006:01C05DD8	00000059	C	7001A9D9DD9F341D1278{%d}F77360B1E03AE8B9325EA2DFEB3EEAD8EFCEA22D38810240DB05BECCEA86C07B
seg006:01C05E34	00000069	C	7001A9D9DD9F341D1278{%d}63BFD675BEC4498C4DB69C6C966148B828D7A52B5E91884BD5DAF938FCDAC85AA622E344C1A91375
seg006:01C05EA0	00000065	C	7001B34037685E5126154BB2FA7D54C29B90092478CA907E0E990D991027E5416D27A5A96181AF3E0C3DA53172C43B3F86D5
seg006:01C05F08	00000081	C	7001B800C8AC923F142A{%d}63BFD675BEC4498CED05D4CDEE9FFD82A0DB2B195EEE28B37F1E6777C1AD6FC7{%d}CEF567E82E42B6287F29D6B974903227{%d}
seg006:01C05F8C	00000075	C	70016BA41A349771AC3062DEC45A7C63EB8C018BE34253FA4436BE629564C9F89CB7E9C2D2CA4326E2AC6669742C68ACCD4C7EEFE950C9D841AA
seg006:01C06004	00000069	C	7001A1C3B6AE78A606DE811250FA47638369D0804EC4718083A5C7731C7B704FFB12{%u}5E1781EC31532EB271ADFE3242E6E9BE
